method,model_name,task_name,train_subset_size,seed,accuracy,majority_baseline,collapsed,trainable_parameters,peft_parameters,classifier_parameters,ia3_mode,elapsed_seconds,learning_rate,batch_size,max_length,warmup_ratio,max_grad_norm,bf16,num_train_epochs,seed_semantics
lora_bitfit,bert-base-uncased,qnli,1280,31,0.8160351455244371,0.5053999633900788,False,399364,397824,1540,,23.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,qnli,1280,37,0.8066996155958265,0.5053999633900788,False,399364,397824,1540,,20.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,qnli,1280,41,0.8198791872597474,0.5053999633900788,False,399364,397824,1540,,21.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,80,31,0.5967417170053084,0.5053999633900788,False,427012,425472,1540,manual_hook,3.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,80,37,0.6747208493501738,0.5053999633900788,False,427012,425472,1540,manual_hook,3.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,80,41,0.6033315028372689,0.5053999633900788,False,427012,425472,1540,manual_hook,3.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,320,31,0.7159070107999268,0.5053999633900788,False,427012,425472,1540,manual_hook,6.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,320,37,0.7354933186893649,0.5053999633900788,False,427012,425472,1540,manual_hook,7.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,320,41,0.7325645249862712,0.5053999633900788,False,427012,425472,1540,manual_hook,7.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,1280,31,0.8158520959179938,0.5053999633900788,False,427012,425472,1540,manual_hook,23.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,1280,37,0.8105436573311368,0.5053999633900788,False,427012,425472,1540,manual_hook,27.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,qnli,1280,41,0.8207944352919642,0.5053999633900788,False,427012,425472,1540,manual_hook,23.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,80,31,0.5950942705473183,0.5053999633900788,False,324098,322560,1538,manual_hook,3.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,80,37,0.6487278052352188,0.5053999633900788,False,324098,322560,1538,manual_hook,3.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,80,41,0.5676368295808164,0.5053999633900788,False,324098,322560,1538,manual_hook,3.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,320,31,0.709683324180853,0.5053999633900788,False,324098,322560,1538,manual_hook,6.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,320,37,0.7263408383671975,0.5053999633900788,False,324098,322560,1538,manual_hook,6.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,320,41,0.7252425407285374,0.5053999633900788,False,324098,322560,1538,manual_hook,7.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,1280,31,0.80907926047959,0.5053999633900788,False,324098,322560,1538,manual_hook,22.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,1280,37,0.8105436573311368,0.5053999633900788,False,324098,322560,1538,manual_hook,20.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,qnli,1280,41,0.8207944352919642,0.5053999633900788,False,324098,322560,1538,manual_hook,20.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,80,31,0.6015010067728355,0.5053999633900788,False,443906,442368,1538,,3.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,80,37,0.6705107084019769,0.5053999633900788,False,443906,442368,1538,,2.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,80,41,0.5861248398315944,0.5053999633900788,False,443906,442368,1538,,3.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,320,31,0.7206663005674537,0.5053999633900788,False,443906,442368,1538,,5.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,320,37,0.747208493501739,0.5053999633900788,False,443906,442368,1538,,5.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,320,41,0.7420831045213253,0.5053999633900788,False,443906,442368,1538,,5.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,1280,31,0.8145707486728904,0.5053999633900788,False,443906,442368,1538,,21.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,1280,37,0.8121911037891268,0.5053999633900788,False,443906,442368,1538,,18.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,qnli,1280,41,0.8224418817499543,0.5053999633900788,False,443906,442368,1538,,17.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,80,31,0.5523465703971119,0.5270758122743683,False,104450,102912,1538,,0.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,80,37,0.5487364620938628,0.5270758122743683,False,104450,102912,1538,,0.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,80,41,0.5415162454873647,0.5270758122743683,False,104450,102912,1538,,1.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,320,31,0.5667870036101083,0.5270758122743683,False,104450,102912,1538,,3.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,320,37,0.5667870036101083,0.5270758122743683,False,104450,102912,1538,,2.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,320,41,0.5776173285198556,0.5270758122743683,False,104450,102912,1538,,2.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,1280,31,0.5487364620938628,0.5270758122743683,False,104450,102912,1538,,14.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,1280,37,0.5667870036101083,0.5270758122743683,False,104450,102912,1538,,13.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,rte,1280,41,0.5956678700361011,0.5270758122743683,False,104450,102912,1538,,15.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,80,31,0.5523465703971119,0.5270758122743683,False,132100,130560,1540,peft_native,1.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,80,37,0.555956678700361,0.5270758122743683,False,132100,130560,1540,peft_native,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,80,41,0.5451263537906137,0.5270758122743683,False,132100,130560,1540,peft_native,1.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,320,31,0.555956678700361,0.5270758122743683,False,132100,130560,1540,peft_native,4.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,320,37,0.5595667870036101,0.5270758122743683,False,132100,130560,1540,peft_native,4.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,320,41,0.555956678700361,0.5270758122743683,False,132100,130560,1540,peft_native,6.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,1280,31,0.5631768953068592,0.5270758122743683,False,132100,130560,1540,peft_native,17.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,1280,37,0.5667870036101083,0.5270758122743683,False,132100,130560,1540,peft_native,17.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,rte,1280,41,0.6101083032490975,0.5270758122743683,False,132100,130560,1540,peft_native,17.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,80,31,0.5451263537906137,0.5270758122743683,False,29186,27648,1538,peft_native,1.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,80,37,0.5487364620938628,0.5270758122743683,False,29186,27648,1538,peft_native,1.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,80,41,0.5487364620938628,0.5270758122743683,False,29186,27648,1538,peft_native,1.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,320,31,0.555956678700361,0.5270758122743683,False,29186,27648,1538,peft_native,4.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,320,37,0.5126353790613718,0.5270758122743683,True,29186,27648,1538,peft_native,3.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,320,41,0.5595667870036101,0.5270758122743683,False,29186,27648,1538,peft_native,3.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,1280,31,0.5667870036101083,0.5270758122743683,False,29186,27648,1538,peft_native,15.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,1280,37,0.5415162454873647,0.5270758122743683,False,29186,27648,1538,peft_native,17.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
ia3,bert-base-uncased,rte,1280,41,0.5703971119133574,0.5270758122743683,False,29186,27648,1538,peft_native,15.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,80,31,0.555956678700361,0.5270758122743683,False,296450,294912,1538,,1.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,80,37,0.555956678700361,0.5270758122743683,False,296450,294912,1538,,1.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,80,41,0.5379061371841155,0.5270758122743683,False,296450,294912,1538,,1.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,320,31,0.5631768953068592,0.5270758122743683,False,296450,294912,1538,,4.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,320,37,0.5703971119133574,0.5270758122743683,False,296450,294912,1538,,4.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,320,41,0.5306859205776173,0.5270758122743683,False,296450,294912,1538,,4.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,1280,31,0.6425992779783394,0.5270758122743683,False,296450,294912,1538,,20.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,1280,37,0.6714801444043321,0.5270758122743683,False,296450,294912,1538,,16.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora,bert-base-uncased,rte,1280,41,0.6209386281588448,0.5270758122743683,False,296450,294912,1538,,21.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,80,31,0.5595667870036101,0.5270758122743683,False,399364,397824,1540,,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,80,37,0.5306859205776173,0.5270758122743683,False,399364,397824,1540,,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,80,41,0.5523465703971119,0.5270758122743683,False,399364,397824,1540,,1.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,320,31,0.555956678700361,0.5270758122743683,False,399364,397824,1540,,5.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,320,37,0.5848375451263538,0.5270758122743683,False,399364,397824,1540,,5.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,320,41,0.5523465703971119,0.5270758122743683,False,399364,397824,1540,,4.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,1280,31,0.6389891696750902,0.5270758122743683,False,399364,397824,1540,,19.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,1280,37,0.6606498194945848,0.5270758122743683,False,399364,397824,1540,,21.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit,bert-base-uncased,rte,1280,41,0.6389891696750902,0.5270758122743683,False,399364,397824,1540,,19.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,80,31,0.5595667870036101,0.5270758122743683,False,427012,425472,1540,manual_hook,1.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,80,37,0.5306859205776173,0.5270758122743683,False,427012,425472,1540,manual_hook,1.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,80,41,0.5523465703971119,0.5270758122743683,False,427012,425472,1540,manual_hook,1.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,320,31,0.5595667870036101,0.5270758122743683,False,427012,425472,1540,manual_hook,6.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,320,37,0.5848375451263538,0.5270758122743683,False,427012,425472,1540,manual_hook,5.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,320,41,0.555956678700361,0.5270758122743683,False,427012,425472,1540,manual_hook,5.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,1280,31,0.6425992779783394,0.5270758122743683,False,427012,425472,1540,manual_hook,21.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,1280,37,0.6570397111913358,0.5270758122743683,False,427012,425472,1540,manual_hook,21.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_bitfit_ia3,bert-base-uncased,rte,1280,41,0.6209386281588448,0.5270758122743683,False,427012,425472,1540,manual_hook,21.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,80,31,0.555956678700361,0.5270758122743683,False,324098,322560,1538,manual_hook,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,80,37,0.555956678700361,0.5270758122743683,False,324098,322560,1538,manual_hook,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,80,41,0.5342960288808665,0.5270758122743683,False,324098,322560,1538,manual_hook,1.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,320,31,0.5703971119133574,0.5270758122743683,False,324098,322560,1538,manual_hook,5.2,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,320,37,0.5740072202166066,0.5270758122743683,False,324098,322560,1538,manual_hook,4.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,320,41,0.5306859205776173,0.5270758122743683,False,324098,322560,1538,manual_hook,5.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,1280,31,0.6462093862815884,0.5270758122743683,False,324098,322560,1538,manual_hook,19.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,1280,37,0.6678700361010831,0.5270758122743683,False,324098,322560,1538,manual_hook,19.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_ia3,bert-base-uncased,rte,1280,41,0.6173285198555957,0.5270758122743683,False,324098,322560,1538,manual_hook,19.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,80,31,0.5523465703971119,0.5270758122743683,False,443906,442368,1538,,1.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,80,37,0.5667870036101083,0.5270758122743683,False,443906,442368,1538,,1.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,80,41,0.555956678700361,0.5270758122743683,False,443906,442368,1538,,1.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,320,31,0.5703971119133574,0.5270758122743683,False,443906,442368,1538,,4.6,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,320,37,0.5848375451263538,0.5270758122743683,False,443906,442368,1538,,4.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,320,41,0.5342960288808665,0.5270758122743683,False,443906,442368,1538,,4.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,1280,31,0.6678700361010831,0.5270758122743683,False,443906,442368,1538,,16.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,1280,37,0.6642599277978339,0.5270758122743683,False,443906,442368,1538,,19.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
lora_param_matched_r12,bert-base-uncased,rte,1280,41,0.6173285198555957,0.5270758122743683,False,443906,442368,1538,,16.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,80,31,0.5928899082568807,0.5091743119266054,False,104450,102912,1538,,1.0,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,80,37,0.5172018348623854,0.5091743119266054,False,104450,102912,1538,,0.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,80,41,0.5149082568807339,0.5091743119266054,False,104450,102912,1538,,1.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,320,31,0.5561926605504587,0.5091743119266054,False,104450,102912,1538,,3.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,320,37,0.5791284403669725,0.5091743119266054,False,104450,102912,1538,,3.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,320,41,0.5252293577981652,0.5091743119266054,False,104450,102912,1538,,3.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,1280,31,0.7591743119266054,0.5091743119266054,False,104450,102912,1538,,12.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,1280,37,0.6456422018348624,0.5091743119266054,False,104450,102912,1538,,13.1,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit,bert-base-uncased,sst2,1280,41,0.7844036697247706,0.5091743119266054,False,104450,102912,1538,,13.8,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,80,31,0.591743119266055,0.5091743119266054,False,132100,130560,1540,peft_native,1.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,80,37,0.5160550458715596,0.5091743119266054,False,132100,130560,1540,peft_native,1.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,80,41,0.5160550458715596,0.5091743119266054,False,132100,130560,1540,peft_native,1.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,320,31,0.5607798165137615,0.5091743119266054,False,132100,130560,1540,peft_native,4.7,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,320,37,0.5894495412844036,0.5091743119266054,False,132100,130560,1540,peft_native,5.9,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,320,41,0.5298165137614679,0.5091743119266054,False,132100,130560,1540,peft_native,4.5,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,1280,31,0.7889908256880734,0.5091743119266054,False,132100,130560,1540,peft_native,18.4,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
bitfit_ia3,bert-base-uncased,sst2,1280,37,0.694954128440367,0.5091743119266054,False,132100,130560,1540,peft_native,17.3,0.0002,16,128,0.1,1.0,True,10,controls data_subsample + model_init + adapter_init + classifier_init + dataloader_shuffle
